日期,标的,数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,当日盈亏,今手数,仓位占比
2009/6/1,赣粤高速(600269.XSHG),2300股,10.17,23391,92,10.13,92,2300股,23.13%
2009/6/1,郑州煤电(600121.XSHG),1600股,8.79,14064,512,8.47,512,1600股,13.91%
2009/6/1,福建高速(600033.XSHG),3700股,6.34,23458,185,6.29,185,3700股,23.20%
2009/6/1,天士力(600535.XSHG),1500股,14.93,22395,345,14.7,345,1500股,22.15%
2009/6/1,Cash,,,17800.41,,,,,
2009/6/2,赣粤高速(600269.XSHG),2300股,10.16,23368,69,10.13,-23,0股,23.32%
2009/6/2,郑州煤电(600121.XSHG),1600股,8.69,13904,352,8.47,-160,0股,13.87%
2009/6/2,福建高速(600033.XSHG),3700股,6.31,23347,74,6.29,-111,0股,23.30%
2009/6/2,天士力(600535.XSHG),1500股,14.78,22170,120,14.7,-225,0股,22.12%
2009/6/2,皖通高速(600012.XSHG),3400股,5.1,17340,-374,5.21,-374,3400股,17.30%
2009/6/2,Cash,,,81.1,,,,,
2009/6/3,赣粤高速(600269.XSHG),2300股,10.45,24035,736,10.13,667,0股,23.77%
2009/6/3,郑州煤电(600121.XSHG),1600股,8.74,13984,432,8.47,80,0股,13.83%
2009/6/3,福建高速(600033.XSHG),3700股,6.39,23643,370,6.29,296,0股,23.38%
2009/6/3,天士力(600535.XSHG),1500股,14.6,21900,-150,14.7,-270,0股,21.66%
2009/6/3,皖通高速(600012.XSHG),3400股,5.14,17476,-238,5.21,136,0股,17.28%
2009/6/3,Cash,,,81.1,,,,,
2009/6/4,赣粤高速(600269.XSHG),2300股,10.52,24196,897,10.13,161,0股,23.86%
2009/6/4,郑州煤电(600121.XSHG),1600股,8.97,14352,800,8.47,368,0股,14.15%
2009/6/4,福建高速(600033.XSHG),3700股,6.35,23495,222,6.29,-148,0股,23.17%
2009/6/4,天士力(600535.XSHG),1500股,14.46,21690,-360,14.7,-210,0股,21.39%
2009/6/4,皖通高速(600012.XSHG),3400股,5.17,17578,-136,5.21,102,0股,17.34%
2009/6/4,Cash,,,81.1,,,,,
2009/6/5,赣粤高速(600269.XSHG),2300股,10.52,24196,897,10.13,0,0股,23.72%
2009/6/5,郑州煤电(600121.XSHG),1600股,8.69,13904,512,8.37,-288,0股,13.63%
2009/6/5,福建高速(600033.XSHG),3700股,6.54,24198,925,6.29,703,0股,23.72%
2009/6/5,天士力(600535.XSHG),1500股,14.6,21900,-150,14.7,210,0股,21.47%
2009/6/5,皖通高速(600012.XSHG),3400股,5.18,17612,-102,5.21,34,0股,17.26%
2009/6/5,Cash,,,209.1,,,,,
2009/6/8,赣粤高速(600269.XSHG),2300股,10.12,23276,506,9.9,-391,0股,23.08%
2009/6/8,郑州煤电(600121.XSHG),1600股,8.44,13504,112,8.37,-400,0股,13.39%
2009/6/8,福建高速(600033.XSHG),3700股,6.48,23976,703,6.29,-222,0股,23.77%
2009/6/8,天士力(600535.XSHG),1500股,14.67,22005,-45,14.7,105,0股,21.82%
2009/6/8,皖通高速(600012.XSHG),3400股,5.14,17476,-238,5.21,-136,0股,17.33%
2009/6/8,Cash,,,632.3,,,,,
2009/6/9,郑州煤电(600121.XSHG),1700股,8.4,14280,39,8.38,-73,100股,13.83%
2009/6/9,福建高速(600033.XSHG),3700股,6.5,24050,777,6.29,74,0股,23.29%
2009/6/9,天士力(600535.XSHG),1500股,15.75,23625,1575,14.7,1620,0股,22.88%
2009/6/9,皖通高速(600012.XSHG),4300股,5.17,22231,-118,5.2,120,900股,21.53%
2009/6/9,绿景地产(000502.XSHE),1600股,10.63,17008,768,10.15,768,1600股,16.47%
2009/6/9,Cash,,,2047.16,,,,,
2009/6/10,郑州煤电(600121.XSHG),1700股,8.5,14450,209,8.38,170,0股,13.87%
2009/6/10,福建高速(600033.XSHG),3700股,6.63,24531,1258,6.29,481,0股,23.54%
2009/6/10,天士力(600535.XSHG),1500股,15.71,23565,1515,14.7,-60,0股,22.61%
2009/6/10,皖通高速(600012.XSHG),4300股,5.35,23005,656,5.2,774,0股,22.08%
2009/6/10,绿景地产(000502.XSHE),1600股,10.38,16608,368,10.15,-400,0股,15.94%
2009/6/10,Cash,,,2047.16,,,,,
2009/6/11,郑州煤电(600121.XSHG),1700股,8.34,14178,-63,8.38,-272,0股,13.76%
2009/6/11,福建高速(600033.XSHG),3700股,6.49,24013,740,6.29,-518,0股,23.30%
2009/6/11,天士力(600535.XSHG),1500股,16.05,24075,2025,14.7,510,0股,23.36%
2009/6/11,皖通高速(600012.XSHG),4300股,5.26,22618,269,5.2,-387,0股,21.95%
2009/6/11,绿景地产(000502.XSHE),1600股,10.07,16112,-128,10.15,-496,0股,15.64%
2009/6/11,Cash,,,2047.16,,,,,
2009/6/12,郑州煤电(600121.XSHG),1700股,8.15,13855,-386,8.38,-323,0股,13.58%
2009/6/12,福建高速(600033.XSHG),3700股,6.29,23273,0,6.29,-740,0股,22.81%
2009/6/12,天士力(600535.XSHG),1500股,16.38,24570,2520,14.7,495,0股,24.08%
2009/6/12,皖通高速(600012.XSHG),4300股,5.15,22145,-204,5.2,-473,0股,21.70%
2009/6/12,绿景地产(000502.XSHE),1600股,10.09,16144,-96,10.15,32,0股,15.82%
2009/6/12,Cash,,,2047.16,,,,,
2009/6/15,郑州煤电(600121.XSHG),1700股,8.2,13940,-301,8.38,85,0股,13.51%
2009/6/15,福建高速(600033.XSHG),3700股,6.37,23569,296,6.29,296,0股,22.84%
2009/6/15,天士力(600535.XSHG),1500股,16.4,24600,2550,14.7,30,0股,23.84%
2009/6/15,皖通高速(600012.XSHG),4300股,5.2,22360,11,5.2,215,0股,21.67%
